,글쎄요,보고싶어요,참여인원,평점,title,y,런타임,장르,개봉일,등급,개봉년도,개봉월
1496,0,0,415,8.1,퀵 (Quick),0,115,['액션'],['2011.07.20'],15세,2011,7
1497,0,0,49,8.6,클래식 (The Classic),0,132,"['멜로/로맨스', '드라마']",['2003.01.30'],12세,2003,1
1498,0,0,494,9.66,클레멘타인 (Clementine),0,100,"['액션', '드라마']",['2004.05.21'],15세,2004,5
1499,0,0,10,9.3,킬러들의 수다 (Guns & Talks),0,120,"['액션', '드라마', '코미디']",['2001.10.12'],15세,2001,10
1500,0,0,217,8.57,킹콩을 들다,1,120,['드라마'],['2009.07.01'],전체,2009,7
1501,21,28,10,4.1,타는 여자,0,80,[''],[],청소년,0,0
1502,54,79,49,4.2,타부 : 새누나 (TABOO-NEW SISTER),0,78,"['멜로/로맨스', '스릴러']",[],청소년,0,0
1503,169,3985,169,8.4,타이밍 (Timing),0,100,['애니메이션'],['2015.12.10'],15세,2015,12
1504,0,0,20,9.1,타인의 멜로디,0,78,['드라마'],['2014.03.27'],15세,2014,3
1505,3757,7157,3460,4.38,타짜-신의 손 (Tazza-The Hidden Card),1,147,['드라마'],['2014.09.03'],청소년,2014,9
1506,0,0,18,9.72,탈주,0,110,['드라마'],['2010.09.02'],청소년,2010,9
1507,44,125,36,7.78,탐욕 (Summer With Mika),0,85,['멜로/로맨스'],['2016.05.12'],청소년,2016,5
1508,0,0,78,8.94,탐욕의 제국 (The Empire of Shame),0,92,['다큐멘터리'],['2014.03.06'],12세,2014,3
1509,638,3319,386,8.43,탐정 : 더 비기닝 (The Accidental Detective),1,120,"['코미디', '범죄']",['2015.09.24'],15세,2015,9
1510,660,6179,337,8.45,탐정 홍길동: 사라진 마을 (Phantom Detective),1,125,"['드라마', '액션']",['2016.05.04'],15세,2016,5
1511,61,51,24,6.46,탐정사무소 - 사랑과 전쟁,0,68,"['드라마', '스릴러']",[],청소년,0,0
1512,34,39,29,5.17,탐하다:욕망의 섬,0,81,[''],[],,0,0
1513,0,0,77,9.62,태극기 휘날리며 (TaeGukGi: Brotherhood Of War),0,145,"['전쟁', '드라마', '액션']",['2004.02.05'],15세,2004,2
1514,0,0,28,9.07,태아 3D (Fetus),0,80,['다큐멘터리'],['2013.04.18'],전체,2013,4
1515,116,430,77,9.04,태양을 쏴라 (Heartbreak Hotel),0,87,"['멜로/로맨스', '느와르']",['2015.03.19'],청소년,2015,3
1516,0,0,50,8.28,태풍태양 (The Aggressives),0,107,['드라마'],['2005.06.02'],12세,2005,6
1517,4812,45603,3545,8.49,택시운전사 (A Taxi Driver),1,137,"['드라마', '가족']",['2017.08.02'],15세,2017,8
1518,1854,14152,548,8.27,터널 (Tunnel),1,126,['드라마'],['2016.08.10'],12세,2016,8
1519,587,2869,319,7.29,터널 3D (The Tunnel),0,86,"['공포', '스릴러']",['2014.08.20'],15세,2014,8
1520,634,5861,297,9.54,터닝메카드W: 블랙미러의 부활,0,72,['애니메이션'],['2017.01.18'],전체,2017,1
1521,107,485,25,7.64,터치 바이 터치,0,76,['멜로/로맨스'],['2015.04.30'],청소년,2015,4
1522,0,0,99,9.2,토끼와 리저드 (Rabbit And Lizard),0,102,"['드라마', '멜로/로맨스']",['2009.10.22'],12세,2009,10
1523,0,0,48,9.23,토마스와 친구들 - 극장판 3,0,60,"['애니메이션', ""모험']""]",['2011.05.05'],전체,2011,5
1524,1981,163,322,1.61,토일렛,0,76,['스릴러'],[],청소년,0,0
1525,0,0,165,8.38,톱스타 (TOP STAR),0,114,['드라마'],['2013.10.24'],15세,2013,10
1526,0,0,200,8.18,통증 (Pain),0,104,['드라마'],['2011.09.07'],15세,2011,9
1527,453,1993,187,8.41,퇴마: 무녀굴 (The Chosen: Forbidden Cave),0,105,"['공포', '스릴러']",['2015.08.20'],15세,2015,8
1528,0,0,1654,7.76,"투사부일체 (My Boss, My Teacher)",1,124,"['코미디', '액션']",['2006.01.19'],15세,2006,1
1529,0,0,177,7.63,투혼 (Pitch High),0,124,['드라마'],['2011.10.06'],전체,2011,10
1530,0,0,125,8.53,트루맛쇼 (The True-taste Show),0,70,['다큐멘터리'],['2011.06.02'],12세,2011,6
1531,345,1335,102,7.9,트릭 (Trick),0,94,"['드라마', '서스펜스']",['2016.07.13'],15세,2016,7
1532,383,3052,374,8.85,특별수사: 사형수의 편지 (Proof of Innocence),0,120,"['범죄', '드라마']",['2016.06.16'],15세,2016,6
1533,779,4647,521,8.62,특별시민 (The Mayor),1,130,['드라마'],['2017.04.26'],15세,2017,4
1534,0,0,139,9.17,특수본 (Special Investigations Unit  (S.I.U.)),0,111,"['액션', '범죄']",['2011.11.24'],15세,2011,11
1535,48,134,62,6.82,특이점이 온 영화,0,82,"['멜로/로맨스', '코미디']",['2017.03.07'],청소년,2017,3
1536,440,2717,277,8.48,특종: 량첸살인기 (The Exclusive : Beat the Devil's Tattoo),1,125,['스릴러'],['2015.10.22'],15세,2015,10
1537,10,137,10,9.8,튼튼이의 모험 (Loser’s Adventure),0,105,['드라마'],[],,0,0
1538,0,0,345,9.17,티끌모아 로맨스 (Penny Pinchers),1,114,"['멜로/로맨스', '코미디']",['2011.11.10'],15세,2011,11
1539,25,50,21,5.14,티켓 다방,0,93,['멜로/로맨스'],[],청소년,0,0
1540,0,0,319,9.08,파괴된 사나이 (Man Of Vendetta),1,114,"['스릴러', '드라마']",['2010.07.01'],청소년,2010,7
1541,0,0,50,9.59,파닥파닥 (Padak),0,78,['애니메이션'],['2012.07.25'],12세,2012,7
1542,0,0,58,9.5,파란 자전거 (The Elephant On The Bike),0,97,['드라마'],['2007.04.19'],전체,2007,4
1543,283,328,222,5.17,파란나비효과 (Blue Butterfly Effect),0,93,['다큐멘터리'],['2017.06.22'],12세,2017,6
1544,0,0,36,8.08,파란만장 (Paranmanjang),0,33,['판타지'],['2011.01.27'],12세,2011,1
1545,39,133,15,6.2,파리의 한국남자 (A Korean in Paris),0,86,['드라마'],['2016.01.28'],청소년,2016,1
1546,27,1010,47,9.47,파밍 보이즈 (Farming Boys),0,98,['다큐멘터리'],['2017.07.13'],전체,2017,7
1547,0,0,100,7.67,"파송송 계란탁 (Son, My Enemy)",0,120,"['코미디', '드라마']",['2005.02.18'],15세,2005,2
1548,0,0,38,9.75,파수꾼 (Bleak Night),0,117,['드라마'],['2011.03.03'],15세,2011,3
1549,23,75,14,8.57,파스카 (Pascha),0,97,[''],['2015.07.09'],15세,2015,7
1550,317,3618,276,9.35,파울볼 (Foulball),0,87,['다큐멘터리'],['2015.04.02'],전체,2015,4
1551,62,416,23,8.3,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,0,73,['애니메이션'],['2016.08.17'],,2016,8
1552,24,366,195,9.71,파워배틀 와치카: 와치가면의 역습,0,74,['애니메이션'],['2017.06.01'],전체,2017,6
1553,0,0,38,8.78,파이란 (白蘭),0,116,"['멜로/로맨스', '드라마']",['2001.04.28'],15세,2001,4
1554,0,0,126,9.17,파이스토리 : 악당상어 소탕작전 (The Reef 2: High Tide),0,80,"['애니메이션', '모험', '']",['2013.01.10'],전체,2013,1
1555,78,478,38,8.34,파일 : 4022일의 사육 (The File),0,92,"['미스터리', '스릴러']",['2015.12.10'],청소년,2015,12
1556,0,0,70,8.69,파주 (Paju),0,111,"['드라마', '멜로/로맨스']",['2009.10.28'],청소년,2009,10
1557,6,59,11,8.64,파티51,0,102,['다큐멘터리'],['2014.12.11'],청소년,2014,12
1558,0,0,682,9.28,파파로티 (My Paparotti),1,127,['드라마'],['2013.03.14'],15세,2013,3
1559,23,125,13,6.15,파파좀비 (Papa Zombie),0,89,['드라마'],['2016.12.29'],전체,2016,12
1560,1519,8338,733,8.14,판도라 (Pandora),1,136,"['드라마', '스릴러']",['2016.12.07'],12세,2016,12
1561,0,0,52,8.79,판타스틱 자살 소동 (Fantastic Parasuicides),0,92,['판타지'],['2007.11.08'],15세,2007,11
1562,8414,39795,2226,6.44,패션왕 (Fashion King),0,114,"['드라마', '코미디']",['2014.11.06'],15세,2014,11
1563,0,58,10,8.4,퍼스트 댄스 (First Dance),0,95,['다큐멘터리'],[],,0,0
1564,0,0,497,9.43,퍼펙트 게임 (Perfect Game),0,127,['드라마'],['2011.12.21'],12세,2011,12
1565,0,0,63,6.87,펀치 레이디,0,121,"['드라마', '코미디', '액션']",['2007.10.25'],15세,2007,10
1566,20,57,19,9.05,펑정지에는 펑정지에다 (I'm Feng),0,66,['드라마'],['2016.05.12'],12세,2016,5
1567,0,0,100,9.35,페어 러브 (Fair Love),0,117,[''],['2010.01.14'],12세,2010,1
1568,0,0,391,8.93,페이스 메이커 (pace maker),0,124,['드라마'],['2012.01.18'],12세,2012,1
1569,0,0,55,7.6,펜트하우스 코끼리 (Searching For The Elephant),0,145,['드라마'],['2009.11.05'],청소년,2009,11
1570,0,0,20,8.85,평범한 날들 (Ordinary Days),0,106,"['드라마', '가족']",['2011.09.29'],15세,2011,9
1571,0,0,211,8.19,평양성 (Battlefield Heroes),0,117,"['코미디', '전쟁']",['2011.01.27'],12세,2011,1
1572,0,0,392,8.59,폐가 (The Haunted House Project),0,84,['공포'],['2010.08.19'],15세,2010,8
1573,0,0,11,8.64,포도나무를 베어라 (Pruning The Grapevine),0,117,['드라마'],['2007.02.22'],12세,2007,2
1574,126,146,19,3.21,포장마차,0,98,[''],[],청소년,0,0
1575,118,97,23,4.74,포크레인,0,92,['드라마'],['2017.07.27'],15세,2017,7
1576,0,0,3357,5.61,포화 속으로 (71: Into The Fire),1,120,"['전쟁', '드라마']",['2010.06.16'],12세,2010,6
1577,0,0,123,4.59,폭력써클 (Gangster High),0,101,"['액션', '드라마']",['2006.10.19'],청소년,2006,10
1578,19,129,23,9.35,폭력의 법칙: 나쁜 피 두 번째 이야기 (The Rule of Violence),0,137,['드라마'],['2016.10.20'],청소년,2016,10
1579,33,150,20,7.7,폭력의 씨앗 (The Seeds of Violence),0,83,['드라마'],['2017.11.02'],15세,2017,11
1580,0,0,409,9.68,폭풍전야 (Lovers Vanished),1,104,['멜로/로맨스'],['2010.04.01'],청소년,2010,4
1581,60,79,17,2.59,폭풍정사,0,75,['멜로/로맨스'],[],청소년,0,0
1582,191,1717,248,9.15,표적 (The Target),1,98,"['액션', '드라마']",['2014.04.30'],15세,2014,4
1583,25,217,50,9.58,푸른노을 (Magic hour),0,90,['드라마'],['2017.11.23'],12세,2017,11
1584,0,0,372,8.65,푸른소금 (Hindsight),0,120,['드라마'],['2011.08.31'],15세,2011,8
1585,4,59,10,8.6,풍뎅이뎅이 (The Beetles),0,58,['애니메이션'],[],전체,0,0
1586,0,0,176,7.75,풍산개 (Poongsan),0,121,['드라마'],['2011.06.23'],청소년,2011,6
1587,89,682,41,9.34,프랑스 영화처럼 (Like a French Film),0,104,['드라마'],['2016.01.14'],15세,2016,1
1588,4,51,23,9.26,프레스 (PRESS),0,95,['드라마'],['2017.11.30'],15세,2017,11
1589,780,8022,1490,9.08,프리즌 (The Prison),1,125,"['범죄', '액션']",['2017.03.23'],청소년,2017,3
1590,0,0,2453,7.4,"플라이 대디 (Fly, Daddy, Fly)",0,112,"['드라마', '코미디']",['2006.08.03'],12세,2006,8
1591,0,0,508,9.09,플랜맨 (The Plan Man),0,115,['코미디'],['2014.01.09'],15세,2014,1
1592,0,0,1288,9.38,피끓는 청춘 (Hot Young Bloods),1,121,"['코미디', '멜로/로맨스', '드라마']",['2014.01.22'],15세,2014,1
1593,0,0,75,9.4,피에타 (Pieta),0,104,['드라마'],['2012.09.06'],청소년,2012,9
1594,0,0,45,7.89,피터 팬의 공식 (The Peter Pan Formula),0,108,['드라마'],['2006.04.13'],청소년,2006,4
1595,40,68,39,5.72,피해자들 (The Suffered),0,89,"['드라마', '미스터리', '스릴러']",['2014.07.31'],청소년,2014,7
1596,22,76,18,7.89,픽업 아티스트 (Pick Up Artist),0,106,[''],['2014.08.28'],청소년,2014,8
1597,36,286,18,8.94,필름시대사랑 (Love and...),0,70,['드라마'],['2015.10.22'],15세,2015,10
1598,59,46,30,5.13,핏불테리아,0,70,['액션'],[],청소년,0,0
1599,11,24,128,7.84,핑크 토끼 (Pink Rabbit),0,95,['드라마'],[],,0,0
1600,76,209,12,4.67,하고 싶은 날,0,75,[''],[],청소년,0,0
1601,0,0,186,8.04,하녀 (The Housemaid),1,106,['스릴러'],['2010.05.13'],청소년,2010,5
1602,0,0,302,7.34,하늘과 바다,0,104,['드라마'],['2009.10.28'],12세,2009,10
1603,11,98,12,9.08,하늘의 황금마차 (Golden Chariot in the Sky),0,84,['드라마'],['2014.09.04'],12세,2014,9
1604,287,2233,240,8.11,하루 (A Day),0,90,['스릴러'],['2017.06.15'],15세,2017,6
1605,0,0,30,9.1,하얀 정글 (White Jungle),0,82,['다큐멘터리'],['2011.12.01'],전체,2011,12
1606,0,0,245,8.73,하울링 (Howling),1,114,"['범죄', '드라마']",['2012.02.16'],15세,2012,2
1607,0,0,1799,9.04,하이프 네이션 : 힙합 사기꾼 (Hype Nation 3D),0,84,"['범죄', '드라마', '코미디']",['2014.01.16'],청소년,2014,1
1608,305,2252,274,8.63,하이힐 (Highheel),0,125,"['느와르', '액션']","['2014.06.18', '2014.06.03']",청소년,2014,6
1609,128,299,20,9.05,하프 (half),0,96,['드라마'],['2016.01.21'],청소년,2016,1
1610,0,0,30,8.8,하하하 (夏夏夏),0,115,"['드라마', '코미디']",['2010.05.05'],청소년,2010,5
1611,0,0,263,5.06,한 번도 안 해본 여자 (Marbling),0,99,"['멜로/로맨스', '코미디']",['2014.01.16'],청소년,2014,1
1612,63,301,11,8.82,한강블루스 (Han River),0,86,['드라마'],['2016.09.22'],12세,2016,9
1613,176,1496,144,9.42,한공주 (Han Gong-ju),1,112,['드라마'],['2014.04.17'],청소년,2014,4
1614,0,0,810,6.49,한반도 (Hanbando),0,147,"['드라마', '액션', '스릴러']",['2006.07.13'],15세,2006,7
1615,30,236,15,9.07,한여름의 판타지아 (A Midsummer's Fantasia),0,97,['드라마'],['2015.06.11'],전체,2015,6
1616,2,6,10,9.9,할매 (GRANDMA),0,3,[''],[],,0,0
1617,0,0,35,9.46,할머니는 일학년,0,103,['드라마'],['2012.05.24'],전체,2012,5
1618,9,291,12,9.58,할머니의 먼 집 (DEAR GRANDMA),0,92,['다큐멘터리'],['2016.09.29'],전체,2016,9
1619,551,2023,309,8.1,함정 (Deep Trap),1,96,"['스릴러', '범죄']",['2015.09.10'],청소년,2015,9
1620,30,68,23,6.57,핫섹토크,0,75,['멜로/로맨스'],[],청소년,0,0
1621,1057,7489,1474,9.01,해무 (海霧),0,111,['드라마'],['2014.08.13'],청소년,2014,8
1622,0,0,212,7.67,해부학 교실 (Cadaver),0,111,"['공포', '미스터리']",['2007.07.11'],15세,2007,7
1623,1012,8972,176,9.16,해빙 (解氷),1,117,['스릴러'],['2017.03.01'],15세,2017,3
1624,8285,9015,2067,6.08,해어화 (解語花),0,120,['드라마'],['2016.04.13'],15세,2016,4
1625,16,124,21,8.95,해에게서 소년에게 (Under the Sun),0,78,['드라마'],['2015.11.19'],15세,2015,11
1626,0,0,1233,7.72,해운대 (Haeundae),1,120,"['모험', '드라마']",['2009.07.22'],12세,2009,7
1627,14,157,46,9.48,해운대 소녀 (The Girl Lives in Haeundae),0,5,['드라마'],[],,0,0
1628,1537,4941,1658,8.11,해적: 바다로 간 산적 (The Pirates),1,130,"['모험', '액션']",['2014.08.06'],12세,2014,8
1629,21,75,18,7.94,해피뻐스데이 (Happy Bus Day),0,113,"['드라마', '코미디']",['2017.11.09'],청소년,2017,11
1630,0,0,105,8.15,핸드폰 (Handphone),0,137,['스릴러'],['2009.02.19'],청소년,2009,2
1631,0,0,10,9.0,행복한 울릉인,0,76,['다큐멘터리'],['2010.02.25'],전체,2010,2
1632,0,0,296,8.75,허브 (Herb),0,113,['드라마'],['2007.01.11'],12세,2007,1
1633,2165,10731,786,9.0,허삼관 (Chronicle of a Blood Merchant),1,124,['드라마'],['2015.01.14'],12세,2015,1
1634,0,0,50,9.12,헤드,0,100,"['액션', '코미디']",['2011.05.26'],청소년,2011,5
1635,25,73,26,6.58,헤픈젤: 비밀의 몸캠,0,98,"['멜로/로맨스', '드라마']",['2017.02.15'],청소년,2017,2
1636,0,0,496,9.15,헬로우 고스트 (Hello Ghost),1,111,['코미디'],['2010.12.22'],12세,2010,12
1637,0,0,30,9.7,헬로우 마이 러브 (Hello My Love),0,95,"['멜로/로맨스', '드라마']",['2009.10.08'],15세,2009,10
1638,876,6556,267,7.83,헬머니 (Granny's Got Talent),0,108,['코미디'],['2015.03.05'],청소년,2015,3
1639,0,0,187,8.93,혈의 누 (血의 淚),0,119,"['범죄', '스릴러', '미스터리']",['2005.05.04'],청소년,2005,5
1640,5503,5465,1245,6.56,"협녀, 칼의 기억 (Memories of the Sword)",1,121,"['액션', '드라마']",['2015.08.13'],15세,2015,8
1641,1151,25600,823,9.31,형 (MY ANNOYING BROTHER),1,110,"['코미디', '드라마']",['2016.11.23'],12세,2016,11
1642,73,275,45,7.76,형님 아내,0,74,[''],[],청소년,0,0
1643,33,101,48,8.19,형님 아내2 (사모님과 경호원) (Brother's wlfe2),0,98,[''],[],청소년,0,0
1644,30,76,33,5.24,형님아내3(아랫집 부인) (Brother's wlfe3),0,90,[''],[],청소년,0,0
1645,0,0,341,7.11,형사 Duelist (Duelist),0,111,"['액션', '느와르']",['2005.09.08'],12세,2005,9
1646,9,61,26,8.31,형의 여자,0,86,['멜로/로맨스'],['2016.12.21'],청소년,2016,12
1647,21,154,15,9.27,혜경궁 홍씨(DnC Live),0,134,['드라마'],['2015.06.04'],12세,2015,6
1648,0,0,12,9.67,"혜화,동 (Re-encounter)",0,107,['드라마'],['2011.02.17'],15세,2011,2
1649,5,21,10,7.0,호곡동 블루스 (Hogokdong Blues),0,26,['애니메이션'],[],,0,0
1650,73,851,30,9.07,호랑이보다 무서운 겨울손님 (A Tiger in Winter),0,107,['멜로/로맨스'],[],,0,0
1651,0,0,304,9.07,호로비츠를 위하여 (For Horowitz),1,108,['드라마'],['2006.05.25'],전체,2006,5
1652,0,0,58,9.21,호우시절 (好雨時節),0,100,['멜로/로맨스'],['2009.10.08'],15세,2009,10
1653,477,4178,115,6.86,혼숨 (HIDE-AND-NEVER SEEK),0,90,['공포'],['2016.10.26'],15세,2016,10
1654,0,0,192,9.67,홀리 (HOLLY),0,105,['드라마'],['2013.06.20'],15세,2013,6
1655,13,151,20,9.55,홀리워킹데이 (Holy Working Day),0,83,['다큐멘터리'],['2016.06.30'],전체,2016,6
1656,0,0,134,4.67,홍길동 2084 (Honggildong 2084),0,85,"['애니메이션', '모험']",['2011.08.18'],전체,2011,8
1657,0,0,168,8.4,홍길동의 후예 (The Righteous Thief),1,117,"['액션', '코미디']",['2009.11.26'],12세,2009,11
1658,0,0,1741,8.45,화려한 휴가 (May 18),0,125,['드라마'],['2007.07.25'],12세,2007,7
1659,0,0,679,9.23,화이 : 괴물을 삼킨 아이 (Hwayi: A Monster Boy),0,126,"['액션', '스릴러']",['2013.10.09'],청소년,2013,10
1660,0,0,495,8.2,화이트: 저주의 멜로디 (White),0,106,"['공포', '미스터리']",['2011.06.09'],15세,2011,6
1661,1394,3583,229,8.35,화장 (REVIVRE),0,94,['드라마'],['2015.04.09'],청소년,2015,4
1662,0,0,142,9.34,화차 (火車),1,117,['미스터리'],['2012.03.08'],15세,2012,3
1663,5,10,19,10.0,화창한 그날들,0,90,['스릴러'],['2014.03.14'],청소년,2014,3
1664,0,0,76,9.96,환상극장,0,76,"['공포', '코미디', '판타지']",['2011.03.17'],15세,2011,3
1665,0,0,77,9.41,환상속의 그대 (DEAR DOLPHIN),0,110,['멜로/로맨스'],['2013.05.16'],청소년,2013,5
1666,8,37,13,8.62,환상의 콤비 (The fantastic duo),0,24,['드라마'],[],,0,0
1667,38,93,16,7.56,환타스틱 러브짐,0,83,['코미디'],['2015.10.08'],청소년,2015,10
1668,167,202,54,8.52,황구,0,87,[''],['2014.10.16'],전체,2014,10
1669,0,0,10,9.5,황산벌 (Once Upon A Time In The Battlefield),0,104,"['코미디', '전쟁']",['2003.10.17'],15세,2003,10
1670,323,2734,307,8.63,황제를 위하여 (For the Emperor),0,104,"['액션', '느와르']",['2014.06.11'],청소년,2014,6
1671,0,0,461,8.99,황해 (The Yellow Sea),1,156,"['범죄', '스릴러']",['2010.12.22'],청소년,2010,12
1672,0,0,191,9.61,회사원 (A Company Man),1,96,"['액션', '드라마']",['2012.10.11'],청소년,2012,10
1673,0,0,196,9.33,회초리 (Father's Love),0,104,"['코미디', '가족', '드라마']",['2011.05.19'],12세,2011,5
1674,0,0,168,7.3,후궁 : 제왕의 첩 (The Concubine),1,122,"['멜로/로맨스', '드라마']",['2012.06.06'],청소년,2012,6
1675,37,24,22,7.55,후로거츠 (?),0,60,['애니메이션'],[],,0,0
1676,0,0,164,6.15,후회하지 않아 (No Regret),0,114,['드라마'],['2006.11.16'],청소년,2006,11
1677,7,86,19,10.0,휴가 (A WAY BACK TO MOTHER),0,74,"['드라마', '가족']",['2016.12.08'],12세,2016,12
1678,0,0,13,9.31,흑구 (黑狗),0,9,['애니메이션'],[],,0,0
1679,0,0,33,7.21,흑심모녀 (Delivering Love),0,93,"['멜로/로맨스', '코미디', '판타지']",['2008.06.12'],12세,2008,6
1680,0,0,513,7.96,흡혈형사 나도열 (Vampire Cop Ricky),0,110,"['코미디', '액션']",['2006.02.09'],15세,2006,2
1681,660,5472,236,8.88,희생부활자 (RV: Resurrected Victims),1,91,"['미스터리', '스릴러']",['2017.10.12'],15세,2017,10
1682,1976,13693,549,8.18,히말라야 (The Himalayas),1,124,['드라마'],['2015.12.16'],12세,2015,12
1683,0,0,22,9.64,"히말라야, 바람이 머무는 곳 (Himalaya, Where The Wind Dwells)",0,96,"['드라마', '가족', '모험']",['2009.06.11'],12세,2009,6
1684,0,45,12,9.5,히말라야의 시지프스: 네팔 포터 이야기 (25-dollar Sisyphus: The Story of Himalayan Porters),0,70,['다큐멘터리'],[],,0,0
1685,328,11575,625,9.88,히야 (HIYA),0,109,['드라마'],['2016.03.10'],12세,2016,3
1686,346,641,74,7.46,힐링메이트,0,109,['드라마'],[],청소년,0,0
1687,0,0,51,9.14,"힘내세요, 병헌씨 (CHEER UP MR. LEE)",0,94,"['코미디', '드라마']",['2013.06.27'],15세,2013,6
1688,23,41,27,3.78,힙스터 안개의 덫 (Hipster),0,84,['멜로/로맨스'],[],청소년,0,0
