,Unnamed: 0,Unnamed: 0.1,글쎄요,보고싶어요,참여인원,평점,title,y,런타임,장르,개봉일,등급,개봉년도,개봉월
1297,1297,1297,3,73,14,9.93,잘 먹고 잘 사는 법 (Sweet Temptation),0,24,['드라마'],[],전체,0,0
1298,1298,1298,0,0,103,8.35,잘 살아보세 (Live Good),0,120,"['코미디', '드라마']",['2006.09.28'],12세,2006,9
1299,1299,1299,0,0,40,9.22,잘 알지도 못하면서,0,126,['드라마'],['2009.05.14'],청소년,2009,5
1300,1300,1300,0,0,26,8.73,잘못된 만남 (Santamaria),0,104,['코미디'],['2008.07.10'],15세,2008,7
1301,1301,1301,0,0,21,8.67,잠 못 드는 밤 (Sleepless Night),0,65,['드라마'],['2013.05.30'],청소년,2013,5
1302,1302,1302,15,195,11,8.91,잡식가족의 딜레마 (AN OMNIVOROUS FAMILY’S DILEMMA),0,106,['다큐멘터리'],['2015.05.07'],전체,2015,5
1303,1303,1303,577,5748,291,7.84,잡아야 산다 (Chasing),0,96,"['코미디', '액션']",['2016.01.07'],15세,2016,1
1304,1304,1304,70,294,21,8.38,장기왕: 가락시장 레볼루션 (Garak Market Revolution),0,89,['드라마'],['2017.02.02'],15세,2017,2
1305,1305,1305,1310,7814,423,8.25,장산범 (The Mimic),0,100,"['미스터리', '스릴러']",['2017.08.17'],15세,2017,8
1306,1306,1306,1136,15600,855,9.23,장수상회 (Salut D’Amour),0,112,"['드라마', '멜로/로맨스']",['2015.04.09'],12세,2015,4
1307,1307,1307,0,0,10,9.44,"장화, 홍련 (A Tale Of Two Sisters)",0,118,"['공포', '스릴러']",['2003.06.13'],12세,2003,6
1308,1308,1308,19,142,23,9.04,재꽃 (Ash Flower),0,125,['드라마'],['2017.07.06'],12세,2017,7
1309,1309,1309,40,338,12,7.83,재난영화 (Dear Catastrophe),0,18,['드라마'],[],,0,0
1310,1310,1310,576,6797,272,9.31,재심 (New Trial),1,119,['드라마'],['2017.02.15'],15세,2017,2
1311,1311,1311,0,0,24,8.88,저녁의 게임 (Today And The Other Days),0,102,['드라마'],['2009.10.29'],청소년,2009,10
1312,1312,1312,83,2297,116,8.66,저수지 게임 (The Reservoir Game),0,100,"['스릴러', '다큐멘터리']",['2017.09.07'],15세,2017,9
1313,1313,1313,4,12,139,7.27,저수지에서 건진 치타 (Who's That Knocking At My Door?),0,88,['드라마'],[],청소년,0,0
1314,1314,1314,0,0,11,8.82,저스트 프렌즈 (Just friends),0,103,['멜로/로맨스'],['2012.05.03'],15세,2012,5
1315,1315,1315,0,0,237,8.52,적과의 동침 (In Love And the War),0,135,"['드라마', '코미디']",['2011.04.27'],12세,2011,4
1316,1316,1316,0,0,827,8.6,전국노래자랑 (Born To Sing),0,112,['코미디'],['2013.05.01'],12세,2013,5
1317,1317,1317,892,1676,61,7.23,전망 좋은 집 2,0,89,[''],[],청소년,0,0
1318,1318,1318,39,89,17,6.71,전망 좋은 집 3,0,93,"['멜로/로맨스', '드라마']",['2016.12.01'],청소년,2016,12
1319,1319,1319,0,0,200,7.02,전설의 고향 (The Evil Twin),0,95,['공포'],['2007.05.23'],12세,2007,5
1320,1320,1320,0,0,638,8.29,전설의 주먹 (Fist of Legend),0,153,"['액션', '드라마']",['2013.04.10'],청소년,2013,4
1321,1321,1321,0,0,984,8.86,전우치 (Jeon Woochi : The Taoist Wizard),1,136,"['액션', '코미디', '모험']",['2009.12.23'],12세,2009,12
1322,1322,1322,70,160,46,6.46,전원일기:젖소농장새댁,0,91,['멜로/로맨스'],[],청소년,0,0
1323,1323,1323,2,6,84,9.12,전쟁영화 (War Movie),0,22,"['드라마', '코미디', '멜로/로맨스']",[],12세,0,0
1324,1324,1324,2,11,46,7.04,전투의 매너,0,98,"['드라마', '에로', '코미디TV영화']",[],청소년,0,0
1325,1325,1325,22,163,10,7.7,젊은 엄마 2,0,89,['멜로/로맨스'],['2014.05.29'],청소년,2014,5
1326,1326,1326,38,109,24,6.46,젊은 형부,0,75,['멜로/로맨스'],['2016.10.11'],청소년,2016,10
1327,1327,1327,21,70,13,8.08,젊은엄마 4,0,83,['멜로/로맨스'],['2016.04.28'],청소년,2016,4
1328,1328,1328,0,0,256,8.94,점박이 : 한반도의 공룡3D,0,90,['애니메이션'],"['2012.11.01', '2012.01.26']",전체,2012,11
1329,1329,1329,0,0,73,9.29,점쟁이들 (Ghost Sweepers),0,119,"['코미디', '공포']",['2012.10.03'],15세,2012,10
1330,1330,1330,0,0,30,4.37,젓가락,0,99,['코미디'],['2010.10.28'],15세,2010,10
1331,1331,1331,0,0,213,9.2,정글 피쉬 2 - 극장판,0,101,['드라마'],['2011.03.03'],15세,2011,3
1332,1332,1332,52,300,80,9.21,정글히어로 (Jungle Shuffle),0,82,['애니메이션'],['2014.10.02'],전체,2014,10
1333,1333,1333,50,164,44,6.14,정사 : 결혼 말고 연애,0,109,['멜로/로맨스'],['2016.04.19'],청소년,2016,4
1334,1334,1334,13,56,19,6.79,정사 : 친구의 엄마,0,72,['멜로/로맨스'],[],청소년,0,0
1337,1337,1337,5,21,12,6.42,정사-두자매,0,83,['멜로/로맨스'],"['2017.11.28', '2017.09.21']",청소년,2017,11
1336,1336,1336,28,117,11,4.91,정사: 은밀한 밀애,0,72,['멜로/로맨스'],[],청소년,0,0
1336,1336,1336,7,18,11,3.27,정사: 친구 엄마,0,70,[''],[],,0,0
1338,1338,1338,0,0,74,8.7,정승필 실종사건,0,100,['코미디'],['2009.10.08'],15세,2009,10
1339,1339,1339,278,479,234,7.78,제 7기사단 (Last Knights),0,115,"['액션', '모험', '']",['2015.09.10'],15세,2015,9
1340,1340,1340,4,33,11,9.09,제4 이노베이터 (The 4th INNOVATER),0,99,['드라마'],['2014.12.18'],12세,2014,12
1341,1341,1341,0,0,1012,3.31,"제니, 주노 (Jeni, Juno)",0,108,"['코미디', '드라마']",['2005.02.18'],15세,2005,2
1342,1342,1342,633,3728,553,8.57,제보자 (The Whistleblower),1,114,['드라마'],['2014.10.02'],12세,2014,10
1343,1343,1343,31,305,18,7.22,"제자, 옥한흠",0,92,['다큐멘터리'],['2014.10.30'],전체,2014,10
1344,1344,1344,27,230,22,9.09,제자도 - 제자 옥한흠 2,0,90,['다큐멘터리'],['2016.11.10'],전체,2016,11
1345,1345,1345,0,0,43,9.51,"조금만 더 가까이 (Come, Closer)",0,108,"['멜로/로맨스', '드라마']",['2010.10.28'],청소년,2010,10
1346,1346,1346,0,0,169,9.03,조난자들 (Intruders),0,99,"['미스터리', '스릴러']",['2014.03.06'],15세,2014,3
1347,1347,1347,46,182,23,8.61,조류인간 (The Avian Kind),0,112,['드라마'],['2015.02.26'],15세,2015,2
1348,1348,1348,1617,13233,406,7.79,조선마술사 (The Magician),0,122,['드라마'],['2015.12.30'],12세,2015,12
1349,1349,1349,952,7406,313,8.46,조선명탐정 : 사라진 놉의 딸 (Detective K: Secret of the lost island),1,125,"['코미디', '모험']",['2015.02.11'],12세,2015,2
1350,1350,1350,0,0,466,9.09,조선명탐정: 각시투구꽃의 비밀 (Detective K),1,115,"['코미디', '미스터리']",['2011.01.27'],12세,2011,1
1351,1351,1351,0,0,1182,7.45,조선미녀삼총사 (The Huntresses),0,107,"['코미디', '액션', '드라마']",['2014.01.29'],12세,2014,1
1352,1352,1352,0,0,74,9.14,조용한 세상 (The World Of Silence),0,107,"['미스터리', '드라마', '스릴러']",['2006.12.14'],15세,2006,12
1353,1353,1353,1158,12267,707,8.92,조작된 도시 (Fabricated City),0,126,"['액션', '범죄']",['2017.02.09'],15세,2017,2
1354,1354,1354,0,0,306,5.85,조폭 마누라 3 (My Wife Is A Gangster III),0,115,"['코미디', '액션']",['2006.12.28'],15세,2006,12
1355,1355,1355,79,633,125,9.38,족구왕 (The King of Jokgu),1,104,"['드라마', '코미디', '멜로/로맨스']",['2014.08.21'],15세,2014,8
1356,1356,1356,21,400,36,9.08,졸업여행 (Graduation Trip),0,32,['드라마'],[],12세,0,0
1357,1357,1357,516,838,194,6.29,좀비스쿨,0,87,"['공포', '액션']",['2014.09.25'],청소년,2014,9
1358,1358,1358,0,0,55,8.87,종려나무 숲 (The Windmill Palm Grove),0,108,['드라마'],['2005.09.15'],15세,2005,9
1359,1359,1359,40,60,14,8.71,종로3가역2번출구 (jongno 3rd street station exit number 2),0,116,['드라마'],['2017.12.07'],청소년,2017,12
1360,1360,1360,0,0,16,9.75,종로의 기적 (Miracle On Jongno Street),0,115,['다큐멘터리'],['2011.06.02'],15세,2011,6
1361,1361,1361,46,448,213,9.85,종이 비행기: 시크릿 리스트 (Paper Planes: Secret List),0,81,['드라마'],['2018.01.31'],15세,2018,1
1362,1362,1362,0,0,33,9.36,좋아서 만든 영화 (What Do You Do?),0,92,['다큐멘터리'],['2009.12.17'],전체,2009,12
1363,1363,1363,1081,11032,363,9.19,좋아해줘 (Like for Likes),1,123,"['멜로/로맨스', '코미디']",['2016.02.17'],12세,2016,2
1364,1364,1364,0,0,815,9.31,"좋은 놈, 나쁜 놈, 이상한 놈 (The Good, The Bad, The Weird)",1,139,"['액션', '코미디', '모험', '서부']",['2008.07.17'],15세,2008,7
1365,1365,1365,268,2153,192,7.94,좋은 친구들 (Confession),0,114,"['범죄', '드라마']",['2014.07.10'],청소년,2014,7
1366,1366,1366,0,0,137,8.87,좋지 아니한가 (Shim's Family),1,117,"['코미디', '드라마']",['2007.03.01'],15세,2007,3
1367,1367,1367,22,92,12,9.5,죄 많은 소녀 (After My Death),0,113,['가족'],[],,0,0
1368,1368,1368,31,60,13,8.31,죄인,0,146,"['액션', '코미디', '드라마']",['2016.11.29'],15세,2016,11
1369,1369,1369,0,0,55,4.49,주글래 살래 (Dying Or Live),0,91,"['코미디', '액션']",['2003.03.07'],청소년,2003,3
1370,1370,1370,2,15,10,8.9,주님의 학교 (The school of Tirano),0,84,['다큐멘터리'],[],,0,0
1371,1371,1371,47,90,24,6.12,주말부부 (Weekend Couple),0,86,['멜로/로맨스'],[],청소년,0,0
1372,1372,1372,0,0,131,8.51,주먹이 운다 (Crying Fist),1,134,"['드라마', '액션']",['2005.04.01'],15세,2005,4
1373,1373,1373,0,0,398,9.8,주문진,0,96,"['멜로/로맨스', '드라마', '판타지']",['2010.01.21'],12세,2010,1
1374,1374,1374,0,0,258,7.5,주유소 습격사건 2 (Attack The Gas Station 2),0,111,['코미디'],['2010.01.21'],15세,2010,1
1375,1375,1375,13,39,42,9.17,주희 (THE WISH),0,27,['드라마'],[],,0,0
1376,1376,1376,0,0,92,7.59,죽어도 해피 엔딩 (Femme Fatal),0,94,"['코미디', '멜로/로맨스']",['2007.08.22'],15세,2007,8
1377,1377,1377,134,1217,52,8.5,죽여주는 여자 (The Bacchus Lady),0,111,['드라마'],['2016.10.06'],청소년,2016,10
1378,1378,1378,0,0,72,8.93,죽이고 싶은 (Desire To Kill),0,92,['스릴러'],['2010.08.26'],청소년,2010,8
1379,1379,1379,0,0,17,6.53,죽지않아 (Oldmen Never Die),0,107,['스릴러'],['2013.08.08'],청소년,2013,8
1380,1380,1380,0,0,55,8.85,줄탁동시 (Stateless Things),0,119,['드라마'],['2012.03.01'],청소년,2012,3
1381,1381,1381,132,343,44,8.68,중독노래방 (Karaoke Crazies),0,106,"['미스터리', '판타지']",['2017.06.15'],청소년,2017,6
1382,1382,1382,0,0,1046,7.63,중천 (中天),0,102,"['판타지', '액션', '드라마']",['2006.12.21'],12세,2006,12
1383,1383,1383,60,793,36,9.5,쥬로링 동물탐정 극장판 (Change Zoororing),0,75,"['애니메이션', '서스펜스', '모험']",['2014.12.18'],전체,2014,12
1384,1384,1384,0,0,70,7.33,지구대표 롤링 스타즈,0,83,"['애니메이션', '가족']",['2011.03.24'],전체,2011,3
1385,1385,1385,0,0,72,7.82,지구를 지켜라! (Save The Green Planet!),0,117,"['SF', '스릴러']",['2003.04.04'],청소년,2003,4
1386,1386,1386,0,0,35,9.11,지구에서 사는 법 (How To Live On Earth),0,93,"['드라마', '멜로/로맨스', '미스터리', '스릴러', 'SF']",['2009.09.24'],15세,2009,9
1387,1387,1387,0,0,136,7.15,지금 사랑하는 사람과 살고 있습니까? (Love Now),0,116,"['멜로/로맨스', '드라마']",['2007.08.15'],청소년,2007,8
1388,1388,1388,0,0,28,9.61,"지금, 이대로가 좋아요 (Sisters On The Road)",0,90,['드라마'],['2009.04.23'],15세,2009,4
1389,1389,1389,97,945,36,8.44,"지금은맞고그때는틀리다 (Right Now, Wrong Then)",0,121,['드라마'],['2015.09.24'],청소년,2015,9
1390,1390,1390,9,38,20,9.85,지랄 (Bull Shit),0,32,['드라마'],[],,0,0
1391,1391,1391,149,1025,66,8.91,"지렁이 (MY LITTLE BABY, JAYA)",0,102,['드라마'],['2017.04.20'],청소년,2017,4
1392,1392,1392,0,0,716,6.75,지슬 - 끝나지 않은 세월2 (Jiseul),0,108,['드라마'],['2013.03.21'],15세,2013,3
1393,1393,1393,18,111,32,9.81,지옥화 (Fire in Hell),0,99,['드라마'],['2014.11.06'],청소년,2014,11
1394,1394,1394,0,6,49,9.04,지워버리다 (Rubout),0,8,"['애니메이션', '드라마']",[],,0,0
1395,1395,1395,33,1251,31,9.06,직지코드 (Dancing with Jikji),0,102,['다큐멘터리'],['2017.06.28'],전체,2017,6
1396,1396,1396,0,0,15,10,짐승의 끝 (End of Animal),0,114,['미스터리'],['2011.03.17'],청소년,2011,3
1397,1397,1397,0,0,25,7.92,집 나온 남자들,0,108,"['코미디', '드라마']",['2010.04.08'],15세,2010,4
1398,1398,1398,0,0,152,8.46,집행자,0,97,['드라마'],['2009.11.05'],청소년,2009,11
1399,1399,1399,0,0,68,8.74,짓,0,107,"['서스펜스', '멜로/로맨스']",['2013.09.25'],청소년,2013,9
1400,1400,1400,47,103,28,6.89,짓2 : 붉은 낙타 (Death in Desert),0,84,"['멜로/로맨스', '스릴러']",['2015.08.06'],청소년,2015,8
1401,1401,1401,0,0,236,8.52,짝패 (The City Of Violence),0,92,['액션'],['2006.05.25'],청소년,2006,5
1402,1402,1402,0,0,184,8.71,쩨쩨한 로맨스 (Petty Romance),0,118,"['멜로/로맨스', '코미디']",['2010.12.01'],청소년,2010,12
1403,1403,1403,0,0,206,8.29,찌라시 : 위험한 소문 (Tabloid Truth),0,121,"['드라마', '범죄']",['2014.02.20'],15세,2014,2
1404,1404,1404,0,0,259,8.25,차우 (Chaw),0,121,"['모험', '스릴러', '공포', '코미디']",['2009.07.15'],12세,2009,7
1405,1405,1405,0,0,17,9.29,차이나 블루,0,102,"['드라마', '멜로/로맨스']",['2012.12.13'],청소년,2012,12
1406,1406,1406,0,0,248,9.09,차형사 (Runway Cop),1,110,['코미디'],['2012.05.30'],15세,2012,5
1407,1407,1407,34,85,22,6.36,착한 엄마 친구,0,80,['멜로/로맨스'],[],청소년,0,0
1408,1408,1408,21,33,17,5.41,착한 형수2,0,72,['멜로/로맨스'],[],청소년,0,0
1409,1409,1409,22,63,23,7.91,착한아내 (The Kind Wife),0,89,"['스릴러', '드라마']",[],청소년,0,0
1410,1410,1410,0,0,20,6,참을 수 없는.,0,114,"['멜로/로맨스', '드라마']",['2010.10.21'],청소년,2010,10
1411,1411,1411,0,0,41,8.32,창공으로 (Blue Sky),0,82,['드라마'],['2006.04.21'],12세,2006,4
1412,1412,1412,0,0,474,9.46,창수 (Tumbleweed),0,103,['느와르'],['2013.11.28'],청소년,2013,11
1413,1413,1413,0,0,35,9.66,창피해 (Life is peachy),0,111,"['드라마', '멜로/로맨스']",['2011.12.08'],청소년,2011,12
1414,1414,1414,236,2895,266,9.47,채비 (The Preparation),0,114,['드라마'],['2017.11.09'],12세,2017,11
1415,1415,1415,0,0,23,9.09,채식주의자 (Vegetarian),0,113,['드라마'],['2010.02.18'],청소년,2010,2
1416,1416,1416,86,295,41,7.17,챌린지 게임 (Challenge Game),0,93,"['스릴러', '멜로/로맨스', '드라마']",[],청소년,0,0
1417,1417,1417,0,0,211,7.89,챔프 (CHAMP),0,133,['드라마'],['2011.09.07'],12세,2011,9
1418,1418,1418,31,375,30,9.73,챔피언,0,0,[''],[],,0,0
1419,1419,1419,0,0,480,5.48,챔피언 마빡이 (Champion Mabbagi),0,85,"['코미디', '가족']",['2007.08.08'],전체,2007,8
1420,1420,1420,28,84,16,7.81,처음엔 다그래,0,74,[''],['2017.09.14'],청소년,2017,9
1421,1421,1421,18,34,31,5.87,처제의 꿈,0,73,['멜로/로맨스'],"['2016.12.27', '2016.11.29']",청소년,2016,12
1422,1422,1422,14,18,10,4.6,처제의 속사정,0,69,[''],[],청소년,0,0
1423,1423,1423,39,194,28,9.25,천 번을 불러도 (Compassion),0,97,"['가족', '드라마']",['2014.10.16'],15세,2014,10
1424,1424,1424,6,57,37,7.49,천국의 셋방 (A Rented Room In Heaven),0,90,['드라마'],['2014.12.18'],청소년,2014,12
1425,1425,1425,0,0,27,9.54,천국의 아이들 (Children of Heaven),0,107,['드라마'],['2012.05.24'],12세,2012,5
1426,1426,1426,0,0,647,9.68,천국의 우편배달부 (Postman To Heaven),0,107,"['판타지', '멜로/로맨스']",['2009.11.11'],전체,2009,11
1427,1427,1427,0,0,277,7.57,천군 (Heaven's Soldiers),0,106,"['SF', '코미디', '액션', '모험']",['2005.07.15'],15세,2005,7
1428,1428,1428,1,123,11,9.36,천년기린 (A Millennium Giraffe),0,17,['애니메이션'],[],,0,0
1429,1429,1429,0,0,436,8.85,"천년여우 여우비 (Yobi, The Five Tailed Fox)",1,85,"['판타지', '가족', '애니메이션']",['2007.01.25'],전체,2007,1
1430,1430,1430,0,0,60,8.25,천년학 (Beyond The Years),0,106,['드라마'],['2007.04.12'],12세,2007,4
1431,1431,1431,0,0,50,9.76,천사의 숨소리,0,93,"['코미디', '드라마']",['2012.02.23'],12세,2012,2
1432,1432,1432,0,0,6696,2.04,천안함 프로젝트 (PROJECT CHEONAN SHIP),1,75,['다큐멘터리'],['2013.09.05'],12세,2013,9
1433,1433,1433,0,0,255,7.87,천하장사 마돈나 (Like A Virgin),0,116,"['코미디', '드라마']",['2006.08.31'],15세,2006,8
1434,1434,1434,0,0,388,9.46,철가방 우수氏,0,100,['드라마'],['2012.11.22'],12세,2012,11
1435,1435,1435,40,200,16,9.62,철원기행 (End of Winter),0,99,"['가족', '드라마']",['2016.04.21'],12세,2016,4
1436,1436,1436,0,0,17,9,첫사랑 열전 (The First Love Series),0,114,"['멜로/로맨스', '드라마']",['2010.05.05'],15세,2010,5
1437,1437,1437,2025,16419,1434,8.77,청년경찰 (Midnight Runners),1,109,['액션'],['2017.08.09'],15세,2017,8
1438,1438,1438,0,0,182,8.91,청담보살 (Fortune Salon),0,119,['코미디'],['2009.11.11'],15세,2009,11
1439,1439,1439,40,123,27,5.96,청불학원,0,87,[''],['2017.03.14'],청소년,2017,3
1440,1440,1440,11,33,18,9.5,청아 (A Fresh Girl),0,92,['드라마'],['2014.09.25'],청소년,2014,9
1441,1441,1441,0,0,35,8.43,청야 (Geochang Massacre - Bloody winter),0,83,['드라마'],['2013.12.26'],12세,2013,12
1442,1442,1442,0,0,613,5.51,청연 (靑燕),0,133,['드라마'],['2005.12.29'],12세,2005,12
1443,1443,1443,0,0,67,9.58,청춘 그루브 (The beat goes on),0,94,['드라마'],['2012.03.15'],15세,2012,3
1444,1444,1444,9,140,21,9.43,청춘 합창단 - 또 하나의 꿈,0,78,['다큐멘터리'],['2017.06.15'],전체,2017,6
1445,1445,1445,0,0,333,8.65,청춘만화 (Almost Love),1,116,"['멜로/로맨스', '코미디']",['2006.03.23'],12세,2006,3
1446,1446,1446,0,0,20,9.05,청춘예찬 (Animal),0,121,['드라마'],['2014.01.02'],청소년,2014,1
1447,1447,1447,0,4,19,9.29,청춘유예 (Lost our generation),0,86,['다큐멘터리'],[],,0,0
1448,1448,1448,0,0,38,9.31,청춘정담 (Believe Me),0,97,"['멜로/로맨스', '코미디']",['2013.11.21'],15세,2013,11
1449,1449,1449,895,743,135,6.09,청춘학당: 풍기문란 보쌈 야사,0,90,"['멜로/로맨스', '코미디']",['2014.03.27'],청소년,2014,3
1450,1450,1450,0,0,82,9.32,청출어람 (Day Trip),0,19,"['드라마', '판타지웹무비']",['2012.12.28'],전체,2012,12
1451,1451,1451,0,0,114,9.43,체포왕 (Officer of the Year),0,117,['코미디'],['2011.05.04'],15세,2011,5
1452,1452,1452,0,0,96,7.73,첼로 - 홍미주 일가 살인사건 (Cello),0,94,"['공포', '미스터리']",['2005.08.18'],15세,2005,8
1453,1453,1453,0,0,68,9,초감각 커플 (The ESP Couple),0,85,"['멜로/로맨스', '미스터리']",['2008.11.27'],12세,2008,11
1454,1454,1454,7,21,16,9.94,초대 (Invitation),0,22,['스릴러'],[],,0,0
1455,1455,1455,0,0,23,8.61,초승달과 밤배 (The Crescent Moon),0,105,"['가족', '드라마']",['2005.08.25'],전체,2005,8
1456,1456,1456,50,250,27,9.33,초인 (Overman),0,102,['멜로/로맨스'],['2016.05.05'],12세,2016,5
1457,1457,1457,29,241,26,8.5,초행 (The First Lap),0,100,['드라마'],['2017.12.07'],12세,2017,12
1458,1458,1458,0,0,476,7.29,최강 로맨스 (The Perfect Couple),0,109,"['코미디', '멜로/로맨스', '액션']",['2007.01.25'],15세,2007,1
1459,1459,1459,320,2052,34,9.76,최강전사 미니특공대 : 새로운 악당의 습격,0,60,['애니메이션'],['2015.02.05'],전체,2015,2
1460,1460,1460,106,720,102,9.66,최강전사 미니특공대 : 영웅의 탄생 (Mini Force : New Heroes Rise),0,68,['애니메이션'],['2016.02.04'],,2016,2
1461,1461,1461,33,419,35,8.86,최악의 친구들 (Worst Friends),0,39,[''],[],,0,0
1462,1462,1462,132,1204,44,8.45,최악의 하루 (Worst Woman),0,93,['멜로/로맨스'],['2016.08.25'],15세,2016,8
1463,1463,1463,0,0,462,8.63,최종병기 활 (War of the Arrows),1,122,"['액션', '전쟁']","['2011.10.20', '2011.08.10']",15세,2011,10
1464,1464,1464,0,0,26,9.08,최후의 툰드라 - 극장판,0,101,['다큐멘터리'],['2011.02.17'],전체,2011,2
1465,1465,1465,116,636,43,8.74,춘몽 (A Quiet Dream),0,101,['가족'],['2016.10.13'],15세,2016,10
1466,1466,1466,3,27,22,7.05,춘정 (Chunjung),0,28,['드라마'],[],12세,0,0
1467,1467,1467,70,917,172,9.09,춘희막이 (With or Without You),1,96,['다큐멘터리'],['2015.09.30'],12세,2015,9
1468,1468,1468,24,248,24,8.42,출중한 여자,0,10,[''],['2014.08.25'],,2014,8
1469,1469,1469,0,0,61,9.87,춤추는 동물원 (Dancing Zoo),0,114,"['드라마', '멜로/로맨스']",['2010.12.02'],15세,2010,12
1470,1470,1470,0,0,29,9.04,춤추는 숲 (Forest Dancing),0,95,['다큐멘터리'],['2013.05.23'],전체,2013,5
1471,1471,1471,653,3298,284,8.39,치외법권 (Untouchable Lawmen),1,104,['액션'],['2015.08.27'],15세,2015,8
1472,1472,1472,15,86,12,8.42,친구 누나,0,84,['멜로/로맨스'],['2016.03.10'],청소년,2016,3
1473,1473,1473,0,0,137,9.31,친구 사이? (Just Friends?),0,54,"['드라마', '멜로/로맨스']",['2009.12.17'],15세,2009,12
1474,1474,1474,0,0,2147,7.54,친구2 (FRIEND : THE GREAT LEGACY),0,124,"['느와르', '액션']",['2013.11.14'],청소년,2013,11
1475,1475,1475,13,87,10,8.5,친구엄마 (Buddy’s Mom),0,102,['드라마'],['2015.11.12'],청소년,2015,11
1476,1476,1476,24,88,28,8.96,친애하는 지도자동지께 (Dear Dictator),0,99,['드라마'],['2015.12.31'],청소년,2015,12
1477,1477,1477,0,0,914,8.44,친절한 금자씨 (Sympathy For Lady Vengeance),1,112,"['스릴러', '드라마']",['2005.07.29'],청소년,2005,7
1478,1478,1478,0,0,258,9.72,친정엄마,0,108,['드라마'],['2010.04.22'],전체,2010,4
1479,1479,1479,606,5381,323,8.78,침묵 (Heart Blackened),0,125,['드라마'],['2017.11.02'],15세,2017,11
1480,1480,1480,0,0,234,7,카리스마 탈출기 (Escaping From Charisma),0,100,['코미디'],['2006.03.30'],15세,2006,3
1481,1481,1481,93,502,180,8.83,카이 : 거울 호수의 전설 (Kai),0,96,['애니메이션'],['2016.08.17'],전체,2016,8
1482,1482,1482,3049,48999,8781,9.67,카트 (Cart),1,104,['드라마'],['2014.11.13'],12세,2014,11
1483,1483,1483,0,0,31,8.7,카페 느와르 (Cafe noir),0,198,"['드라마', '멜로/로맨스']",['2010.12.30'],청소년,2010,12
1484,1484,1484,30,96,17,9,캘린더걸 (CALENDER GIRL),0,92,"['멜로/로맨스', '드라마']",['2016.04.07'],청소년,2016,4
1485,1485,1485,30,112,36,6.08,캠퍼스 S 커플 (Campus S Couple),0,108,"['멜로/로맨스', '코미디']",['2014.05.15'],청소년,2014,5
1486,1486,1486,74,175,60,2.67,캠핑 (Camping),0,69,['스릴러'],['2016.09.01'],청소년,2016,9
1487,1487,1487,158,1247,66,9.62,커터 (Eclipse),0,103,"['범죄', '드라마']",['2016.03.30'],청소년,2016,3
1488,1488,1488,0,0,118,9.43,커플즈 (Couples),1,110,"['코미디', '멜로/로맨스']",['2011.11.02'],15세,2011,11
1489,1489,1489,68,358,39,8.51,커피메이트 (Coffee Mate),0,111,['멜로/로맨스'],['2017.03.01'],청소년,2017,3
1490,1490,1490,17,150,20,9.45,"컴, 투게더 (Come, Together)",0,113,['드라마'],['2017.05.11'],15세,2017,5
1491,1491,1491,0,0,442,8.41,코리아 (As One),0,127,['드라마'],['2012.05.03'],12세,2012,5
1492,1492,1492,0,0,256,9.62,코알라 키드 : 영웅의 탄생 (The Outback),0,85,['애니메이션'],['2012.01.12'],전체,2012,1
1493,1493,1493,22,124,33,8.73,코인라커 (Coin Locker),0,95,"['느와르', '드라마']",['2015.05.28'],청소년,2015,5
1494,1494,1494,0,0,13,6.25,콘돌은 날아간다 (El Condor Pasa),0,102,['드라마'],['2013.05.30'],청소년,2013,5
1495,1495,1495,48,212,56,9.09,콜리션 (collision),0,87,"['공포', '스릴러']",['2017.03.30'],청소년,2017,3
1496,1496,1496,0,0,34,7.44,콩가네 (Kong's Family),0,108,"['가족', '코미디']",['2013.07.11'],청소년,2013,7
1497,1497,1497,28,350,44,9.27,콩나물 (Sprout),0,20,['드라마'],[],전체,0,0
1498,1498,1498,101,1064,56,9.25,쿼바디스 (QUO VADIS),0,105,['다큐멘터리'],['2014.12.10'],12세,2014,12
1499,1499,1499,66,271,28,7.29,퀴어영화 나비 : 어른들의 일,0,72,['드라마'],['2015.07.18'],청소년,2015,7
1501,1501,1501,0,0,415,8.1,퀵 (Quick),0,115,['액션'],['2011.07.20'],15세,2011,7
1502,1502,1502,0,0,49,8.6,클래식 (The Classic),0,132,"['멜로/로맨스', '드라마']",['2003.01.30'],12세,2003,1
1503,1503,1503,0,0,494,9.66,클레멘타인 (Clementine),0,100,"['액션', '드라마']",['2004.05.21'],15세,2004,5
1504,1504,1504,0,0,10,9.3,킬러들의 수다 (Guns & Talks),0,120,"['액션', '드라마', '코미디']",['2001.10.12'],15세,2001,10
1505,1505,1505,0,0,217,8.57,킹콩을 들다,1,120,['드라마'],['2009.07.01'],전체,2009,7
1506,1506,1506,21,28,10,4.1,타는 여자,0,80,[''],[],청소년,0,0
1507,1507,1507,54,79,49,4.2,타부 : 새누나 (TABOO-NEW SISTER),0,78,"['멜로/로맨스', '스릴러']",[],청소년,0,0
1508,1508,1508,169,3985,169,8.4,타이밍 (Timing),0,100,['애니메이션'],['2015.12.10'],15세,2015,12
1509,1509,1509,0,0,20,9.1,타인의 멜로디,0,78,['드라마'],['2014.03.27'],15세,2014,3
1510,1510,1510,3757,7157,3460,4.38,타짜-신의 손 (Tazza-The Hidden Card),1,147,['드라마'],['2014.09.03'],청소년,2014,9
